Date,GDP_USD_Millions,Population,Vibranium_Production_Tons,Tourism_Visitors,Education_Expenditure_USD_Millions,Healthcare_Expenditure_USD_Millions,Military_Expenditure_USD_Millions,Technology_Investment_USD_Millions,Energy_Production_Megawatts,Unemployment_Rate,Poverty_Rate
2023-02-17 14:37:05.605710,77915,30044808,281,1353724,2415,6616,11930,14505,27408,0.02435688088453576,0.077442244001193
2023-02-16 14:37:05.605710,140077,33643531,499,1118689,4465,4103,9204,17530,23940,0.044652431946736466,0.04109594791664803
2023-02-15 14:37:05.605710,64650,49195350,484,789840,3990,4033,8359,14333,26337,0.034338636641472395,0.07741657078483073
2023-02-14 14:37:05.605710,132483,48795781,455,543917,4939,4976,8038,11552,36479,0.04936017070502472,0.07502276299634905
2023-02-13 14:37:05.605710,108455,46960531,387,1785388,4385,5618,9319,19872,21381,0.015166604476213564,0.04957960289803672
2023-02-12 14:37:05.605710,59896,39599126,338,1122215,4396,6415,11710,10424,24939,0.04251293211794557,0.035757235628328304
2023-02-11 14:37:05.605710,86229,31409013,136,1086467,4049,5185,11872,15198,31483,0.042704682556768146,0.06578822006858821
2023-02-10 14:37:05.605710,90464,43684630,495,1434411,2425,3786,8715,19393,38958,0.04282889310878846,0.058586366365435016
2023-02-09 14:37:05.605710,124213,30820336,137,1480162,2751,4512,11949,11780,36180,0.041721369649918724,0.05794500919221722
2023-02-08 14:37:05.605710,122779,44277268,415,698366,4778,5431,10628,18360,28663,0.026968296820130792,0.024335412271617795
2023-02-07 14:37:05.605710,81140,36868494,106,1098676,3481,6025,11034,13394,30997,0.04263438197875681,0.07957063988364967
2023-02-06 14:37:05.605710,109294,46901803,180,708152,2574,3666,8137,14398,29631,0.017067957527698536,0.04785069093232157
2023-02-05 14:37:05.605710,107707,34578062,366,1609949,3576,4884,8116,11314,27457,0.03497629282725426,0.023246170172464404
2023-02-04 14:37:05.605710,96307,45724051,131,565489,4724,6010,11626,19443,27929,0.04353829462836353,0.05107140676671376
2023-02-03 14:37:05.605710,110709,43521872,113,1851984,3345,4160,9908,18344,27143,0.015031173631948582,0.020213089859989805
2023-02-02 14:37:05.605710,64563,43869148,336,1570102,2026,3153,8569,18756,32918,0.013949044516621765,0.06918009314186198
2023-02-01 14:37:05.605710,104904,32036602,326,784903,2999,5041,8012,15472,25823,0.01759707063854882,0.07831106212945421
2023-01-31 14:37:05.605710,132356,47410699,412,1793988,2711,6515,10083,12547,26612,0.036543048551272446,0.0353138455581085
2023-01-30 14:37:05.605710,118003,39253624,445,790078,3390,6268,10410,11973,24431,0.04582263302782465,0.06588753020017435
2023-01-29 14:37:05.605710,84973,35243606,180,1232435,4899,4822,10688,10800,32986,0.025358930015130884,0.048850569354354625
2023-01-28 14:37:05.605710,84833,46021862,245,1352398,2980,4933,9060,12537,31219,0.025065935605909365,0.026525644837113626
2023-01-27 14:37:05.605710,60083,44779291,401,1064708,3092,5731,9989,13184,30161,0.04316904980904944,0.0656995324084751
2023-01-26 14:37:05.605710,143250,39105874,395,887233,4842,3809,9727,13802,22299,0.031549523191093075,0.061248055122105585
2023-01-25 14:37:05.605710,67875,33363565,403,690950,4256,3627,11515,17426,31103,0.04182457605129803,0.04902098383630886
2023-01-24 14:37:05.605710,52521,34690573,225,1833308,4090,5460,11677,13133,32620,0.030472995008817144,0.04604773299403809
2023-01-23 14:37:05.605710,82223,48132447,307,1501492,2068,4104,8610,11345,35049,0.04320674077267325,0.04237596820820258
2023-01-22 14:37:05.605710,78046,46864551,140,1016581,4113,5262,8862,16866,30609,0.0485581272473906,0.07602765260846639
2023-01-21 14:37:05.605710,96546,46453299,313,646817,3740,3802,11395,19000,37054,0.01496671737309244,0.06692649566845721
2023-01-20 14:37:05.605710,75317,31053729,315,662963,2480,5334,10601,13342,38085,0.04160788030373768,0.04311084640445726
2023-01-19 14:37:05.605710,143740,44236131,179,816409,3345,4923,10970,19886,29606,0.04723921099790325,0.05245187732584118
2023-01-18 14:37:05.605710,79259,42826838,197,1701864,4641,6129,10067,11086,20341,0.03285041637271045,0.05749723688064942
2023-01-17 14:37:05.605710,97454,34498103,106,1695302,2727,4830,9891,13251,26369,0.045934484169157776,0.0710969189974381
2023-01-16 14:37:05.605710,140619,37373505,411,1433159,3383,4531,9904,19685,27809,0.048962844862467825,0.03427013509804326
2023-01-15 14:37:05.605710,117061,30599551,474,677098,4158,5208,8146,11650,33476,0.020875814133632632,0.036388938443453735
2023-01-14 14:37:05.605710,69968,35981010,406,772898,2266,5200,9517,18396,24755,0.02515211857797093,0.07874795922541936
2023-01-13 14:37:05.605710,88299,39644639,257,1608895,3776,5575,11896,15959,24911,0.028799207658311142,0.04059377066784239
2023-01-12 14:37:05.605710,124273,45418735,497,1636439,2227,5597,10071,17769,25219,0.018438904249857585,0.043989774841120016
2023-01-11 14:37:05.605710,126061,47353643,300,619651,3296,5052,11195,18810,34460,0.036231023559763875,0.07147188651469104
2023-01-10 14:37:05.605710,113005,45309004,407,1026451,4417,5837,10955,18043,34936,0.03624958434415544,0.0508175630441957
2023-01-09 14:37:05.605710,72825,42379348,156,1588536,4859,6935,10505,13798,20754,0.04701381762776261,0.025931401054207402
2023-01-08 14:37:05.605710,100255,44535115,244,1837674,2518,3291,10371,16410,20356,0.02557023948124333,0.03515659219317749
2023-01-07 14:37:05.605710,126791,42645731,464,954389,3358,3667,11780,19526,25929,0.02519264760956471,0.05197283800896439
2023-01-06 14:37:05.605710,97175,37998266,324,1117867,3448,4517,9949,17083,22981,0.032371967872355176,0.054495105201245814
2023-01-05 14:37:05.605710,136184,49161481,488,1469693,3077,6156,11619,19514,37241,0.03448715682308796,0.06491956523920876
2023-01-04 14:37:05.605710,56135,37735149,263,1266082,4713,6078,11311,11576,34841,0.018474737152435194,0.059942165109717616
2023-01-03 14:37:05.605710,65965,42530855,107,1221941,2294,6255,8726,19068,36882,0.03230221327864861,0.02825081230016281
2023-01-02 14:37:05.605710,72977,33812593,317,1314973,4683,4034,8875,10911,22028,0.04547289837347866,0.05721412073096875
2023-01-01 14:37:05.605710,110626,45619230,174,1031321,3942,3742,10520,15482,33605,0.010212594495024652,0.06844036991475716
2022-12-31 14:37:05.605710,50688,38680030,272,1735954,2904,6378,11696,12220,38291,0.032775614608106685,0.0356730186925802
2022-12-30 14:37:05.605710,144088,38550848,409,1909280,4146,3110,10959,16821,27154,0.03939351261365551,0.0497727491946639
2022-12-29 14:37:05.605710,143449,40331125,302,937816,2424,3412,9403,14388,36299,0.045184475658047014,0.02551948639754173
2022-12-28 14:37:05.605710,64552,39347231,421,1565323,4838,5671,8502,19852,33475,0.0183890418256426,0.05895118309090616
2022-12-27 14:37:05.605710,78571,34355650,203,1502491,2072,3906,9585,10774,20567,0.025652879990837367,0.07053900772373078
2022-12-26 14:37:05.605710,103719,47399168,462,963376,3985,3808,10753,13318,39161,0.025293657949117674,0.05889115047857482
2022-12-25 14:37:05.605710,136697,43012917,202,947156,2620,5650,11957,18940,20554,0.027192175348725416,0.06361525297591321
2022-12-24 14:37:05.605710,147227,31027190,360,1494324,4562,3400,8914,11443,34329,0.011681972400998752,0.07945930780295218
2022-12-23 14:37:05.605710,83275,46030796,437,807662,2498,6807,11331,15541,29522,0.037683638255664106,0.05958952453366381
2022-12-22 14:37:05.605710,76247,42010712,462,1867772,2317,6385,10486,14690,22854,0.02090422355386992,0.02135996412117523
2022-12-21 14:37:05.605710,67052,36221689,381,1966766,2629,5831,10474,18068,32205,0.011123294393578407,0.06501500707639758
2022-12-20 14:37:05.605710,95036,42920096,455,1552082,3550,5171,10243,14110,35921,0.03282051732939405,0.0679626609401153
2022-12-19 14:37:05.605710,113949,47856340,216,1297287,2258,3669,11280,13237,30585,0.025120372678769792,0.06858659584066337
2022-12-18 14:37:05.605710,119322,39087926,453,1878999,3525,6355,11672,16862,28993,0.025310405726567294,0.07113744632507889
2022-12-17 14:37:05.605710,56529,49911577,161,1269968,3893,4519,9082,12343,28703,0.01593652049842724,0.05060584460724616
2022-12-16 14:37:05.605710,116918,33508627,202,1897363,2724,6115,11645,10298,31939,0.030449137375892568,0.06431359616389681
2022-12-15 14:37:05.605710,121362,34208754,480,838138,2495,6518,8022,10011,35402,0.02926735325801212,0.07377393122091372
2022-12-14 14:37:05.605710,95441,39550454,285,1610867,3281,5835,9665,16837,30934,0.018132215534306793,0.06389794055430406
2022-12-13 14:37:05.605710,62140,30938593,419,1929325,2115,5712,11710,19284,26559,0.03579926409877897,0.047102501115920486
2022-12-12 14:37:05.605710,99161,43169020,440,1757514,2603,5439,10974,16428,28718,0.02886428494557202,0.07791617589828845
2022-12-11 14:37:05.605710,103930,30926266,317,908485,2366,5095,10055,11274,20411,0.04642500171113931,0.04649291111348511
2022-12-10 14:37:05.605710,75262,38781491,239,1286576,3366,3240,9539,11351,29191,0.026796355100793597,0.049072879566575564
2022-12-09 14:37:05.605710,51168,36721277,242,709201,3225,5674,10907,15455,35302,0.024869936784418463,0.03423730204622618
2022-12-08 14:37:05.605710,132939,39260466,292,674762,2875,4773,8288,13671,26427,0.010012102571510173,0.035097587270497846
2022-12-07 14:37:05.605710,78639,30225557,106,1907780,2627,3903,11491,17064,35081,0.04988685326965417,0.03489590120703942
2022-12-06 14:37:05.605710,109446,31467704,349,1625675,4559,3550,9698,13821,38409,0.013349241823002914,0.055860513862262526
2022-12-05 14:37:05.605710,123007,34957083,416,547214,2091,4725,9349,11876,34521,0.034089666753293175,0.06636974336776777
2022-12-04 14:37:05.605710,122415,35273659,287,1758732,3992,3422,11002,19953,22746,0.024801953157877858,0.062401179117218805
2022-12-03 14:37:05.605710,135926,38659700,430,619839,3005,5375,11409,11753,22266,0.0331280631067148,0.055478731974277176
2022-12-02 14:37:05.605710,108623,49153094,410,1531401,3873,6082,8674,18405,28087,0.020288235434989532,0.03939588309352416
2022-12-01 14:37:05.605710,104684,44574141,258,1718791,3713,4196,8519,18499,34906,0.013593451651907498,0.07724522749846151
2022-11-30 14:37:05.605710,61448,44337607,310,1755036,4351,3141,8346,14607,23107,0.024188982678259217,0.05568260727646937
2022-11-29 14:37:05.605710,90327,30875712,457,964734,2055,6174,10723,18147,30290,0.01591704781004777,0.054761759670742094
2022-11-28 14:37:05.605710,142396,37445781,483,972569,2660,5395,10158,16295,28641,0.03699429669297994,0.03903861107166548
2022-11-27 14:37:05.605710,50617,44061134,371,714613,4122,3645,9443,10859,34531,0.014909221700584778,0.03850841516203368
2022-11-26 14:37:05.605710,108822,30917664,171,952500,3955,6916,9282,15251,39596,0.04208844240525831,0.04324151947565562
2022-11-25 14:37:05.605710,144840,37630671,167,1369351,3455,4257,11225,17383,21099,0.02213763047827906,0.06145610041373718
2022-11-24 14:37:05.605710,137033,32720862,347,771213,2086,4396,11777,18081,22731,0.04229794370373696,0.05709266668580375
2022-11-23 14:37:05.605710,84472,47684425,409,1254031,3210,3402,11386,14122,30177,0.036494553144122296,0.06353024571684782
2022-11-22 14:37:05.605710,121545,45839426,466,1824925,2978,4957,9749,18190,38331,0.014672151563810389,0.05101006962128242
2022-11-21 14:37:05.605710,108663,36013900,134,883721,4712,6141,9666,18692,36145,0.0319488720184711,0.05624749989851796
2022-11-20 14:37:05.605710,120035,31027626,382,1449437,4511,5913,8155,11360,36370,0.03690904900603225,0.04278715325197177
2022-11-19 14:37:05.605710,110688,41870628,410,1858314,2132,3777,9619,13418,36470,0.02139093106302741,0.07862318697836243
2022-11-18 14:37:05.605710,124463,31193510,267,747417,4855,3754,8301,13010,29589,0.03636426717473014,0.07938542026376667
2022-11-17 14:37:05.605710,53941,44088029,325,774670,2091,4410,9649,18435,31592,0.04267175051020628,0.02348750296215748
2022-11-16 14:37:05.605710,83942,46682068,176,664471,4278,4573,11475,16277,37822,0.01899592204351869,0.027810693954152588
2022-11-15 14:37:05.605710,77829,36934771,215,581640,4133,5381,11643,19014,20942,0.049651305862821314,0.028435394468491047
2022-11-14 14:37:05.605710,84268,47902443,105,1313282,4144,5672,10318,11590,36686,0.02315614026079023,0.0769640555935398
2022-11-13 14:37:05.605710,119767,30243288,339,598388,2892,4369,11580,13307,28106,0.04034593481861617,0.06607514685835242
2022-11-12 14:37:05.605710,51882,30279206,293,1937990,2638,5961,8382,12198,25226,0.04627836001140979,0.0350281818137419
2022-11-11 14:37:05.605710,80620,47769144,105,1597989,4919,4158,9585,11062,39936,0.031161988544208284,0.03504761456318149
2022-11-10 14:37:05.605710,122371,41668324,424,958322,4160,3604,9071,14088,39311,0.04265477970027193,0.03908456568346452
2022-11-09 14:37:05.605710,69676,43946582,267,1496847,3782,3291,8269,17926,26968,0.016200250335423202,0.0753552078977253
2022-11-08 14:37:05.605710,91038,36373408,480,1860399,2388,6318,8818,15399,30540,0.012572010884127783,0.04413254894474052
2022-11-07 14:37:05.605710,112274,46940986,146,1308437,3473,6236,11982,18728,25225,0.03576025170233022,0.07786650662721754
2022-11-06 14:37:05.605710,128753,49201820,378,1870860,3386,5448,8435,17616,35731,0.028519523422377818,0.03836492974512394
2022-11-05 14:37:05.605710,82662,35867478,408,1884801,3366,6249,11374,17338,25334,0.021073913712234,0.049248101337443645
2022-11-04 14:37:05.605710,56342,39389402,125,596072,2066,3782,9724,15790,21558,0.04834282135395714,0.06753934853748973
2022-11-03 14:37:05.605710,98478,48167301,156,1316592,2696,4199,8995,19417,34304,0.019047371399153877,0.04296138942976509
2022-11-02 14:37:05.605710,75131,40312889,329,1970209,4670,6331,11134,13261,23830,0.041938546183812334,0.05238242332421808
2022-11-01 14:37:05.605710,88264,45853503,160,603383,2268,5495,9854,15889,29518,0.0106630083189297,0.042340370472691194
2022-10-31 14:37:05.605710,119178,49883593,301,1111210,2885,5208,8319,11474,29505,0.019491050725138105,0.058907468882552924
2022-10-30 14:37:05.605710,77330,46980604,148,1792355,2684,4841,9794,10339,32002,0.04475703651836818,0.05251290303939657
2022-10-29 14:37:05.605710,117561,42329452,446,847750,3595,5697,10337,19618,36539,0.04835563618029778,0.0784589616861044
2022-10-28 14:37:05.605710,60013,40209462,277,972487,2456,3417,11225,13568,36421,0.03113801565415679,0.05602008974712888
2022-10-27 14:37:05.605710,62354,39555802,303,742832,3372,5174,8048,18712,21751,0.02149209606904657,0.044039484061709
2022-10-26 14:37:05.605710,55997,35652651,384,1064948,3364,6607,10615,15226,35027,0.0322311737246897,0.0566658692833793
2022-10-25 14:37:05.605710,55860,39695754,455,1412209,3684,3901,8931,16610,39051,0.03401399228290013,0.0591232833807597
2022-10-24 14:37:05.605710,147703,35301726,165,557838,3441,4658,9142,13980,24971,0.026155179966495752,0.03586063997204965
2022-10-23 14:37:05.605710,145301,43827619,456,1900638,3931,5970,8260,17936,30804,0.016549005885111785,0.07868000574055142
2022-10-22 14:37:05.605710,88943,41520159,213,657382,2730,3651,11146,12403,28831,0.029537969626489045,0.05691151465731417
2022-10-21 14:37:05.605710,95230,45774192,482,757208,3751,4029,9604,19594,31186,0.02382990648822613,0.07536191887670661
2022-10-20 14:37:05.605710,78094,39836840,190,675955,3226,4650,10105,17046,21499,0.028420792243561373,0.03409507184777143
2022-10-19 14:37:05.605710,61709,46770185,158,777661,3566,3289,9899,11302,39019,0.026561630731537354,0.0775217519848048
2022-10-18 14:37:05.605710,86129,48879052,128,903128,4390,5055,8703,12027,24596,0.02685977069397806,0.0320176184489276
2022-10-17 14:37:05.605710,131339,31088203,300,548112,3455,5486,9901,18794,28220,0.013991275829622856,0.04900363082127517
2022-10-16 14:37:05.605710,148070,34954246,475,1990918,2179,3167,8830,18440,23393,0.012750970445402859,0.02718347544110586
2022-10-15 14:37:05.605710,99181,43239829,324,1089983,4194,6183,10499,16328,24012,0.019118535562248927,0.024178137623051914
2022-10-14 14:37:05.605710,123370,34022743,374,1078867,2066,5893,10994,10425,21655,0.04550911183998878,0.07349941734480675
2022-10-13 14:37:05.605710,121698,36089586,291,1696570,2779,5277,9649,11897,39220,0.013665202195991868,0.03397206716400193
2022-10-12 14:37:05.605710,116396,49563185,214,837989,2990,6390,10298,17729,39028,0.03400547071015898,0.06551455360328653
2022-10-11 14:37:05.605710,116440,44636533,107,1443231,3964,5249,9180,11124,37565,0.011658175559714792,0.06833650090332864
2022-10-10 14:37:05.605710,145585,40418530,417,1652933,2685,6444,10286,12624,39002,0.01761960480115756,0.04676448041657827
2022-10-09 14:37:05.605710,106066,44309334,455,905779,4229,3276,8991,14915,39079,0.01922797306144727,0.04932697629842557
2022-10-08 14:37:05.605710,52791,30558403,250,1181819,2524,6431,8005,14379,36799,0.03284044295142587,0.0251211757901326
2022-10-07 14:37:05.605710,96648,39267571,368,662092,4803,4871,10100,16850,33320,0.033056522907357846,0.04080091114998963
2022-10-06 14:37:05.605710,96236,39018542,299,1320265,4796,4512,8927,14577,25831,0.031541289899276306,0.07007154815824979
2022-10-05 14:37:05.605710,108891,41232715,268,1572746,3961,5774,8344,18241,39702,0.0312602639272689,0.07750898288131051
2022-10-04 14:37:05.605710,126693,41166734,320,1409376,3560,5432,11716,16763,33099,0.027001133278940118,0.022120695497550906
2022-10-03 14:37:05.605710,97220,49687520,188,1534490,3588,3061,8205,15016,39417,0.02303691831668223,0.06992495684259736
2022-10-02 14:37:05.605710,148748,31089801,488,600659,2029,3171,10166,17028,30921,0.024152165016417315,0.05908584630756722
2022-10-01 14:37:05.605710,134133,33735259,343,707806,3655,3440,9249,16539,33469,0.022295340128371338,0.060104604142241974
2022-09-30 14:37:05.605710,76146,38470705,451,1410483,2328,3556,8689,14260,34139,0.04734355645859582,0.04495630584223984
2022-09-29 14:37:05.605710,137433,38362250,177,745744,4245,6102,9625,18808,20876,0.030693467601149098,0.03701143399962611
2022-09-28 14:37:05.605710,86130,30469611,369,999608,4877,3081,10253,16389,39930,0.016608598612615145,0.07437642713226049
2022-09-27 14:37:05.605710,123087,43398456,494,1461820,4669,5620,10218,16834,33987,0.038826755124333555,0.06848590389714142
2022-09-26 14:37:05.605710,52895,30125800,382,571450,3585,4576,9376,14019,30966,0.011599715667463881,0.030488002945104398
2022-09-25 14:37:05.605710,139949,41252359,409,1451238,2159,5321,8040,12430,34633,0.040299040832206104,0.027557534351950547
2022-09-24 14:37:05.605710,75842,41208631,459,611705,2827,5773,10513,19064,21273,0.017095075245632026,0.03639141000901104
2022-09-23 14:37:05.605710,91126,42162938,351,1152449,4719,5946,9366,13552,21468,0.012417968813764793,0.056349589261668234
2022-09-22 14:37:05.605710,71600,31929921,389,919429,2447,5599,9474,16039,22756,0.049366607562623344,0.02138300864437122
2022-09-21 14:37:05.605710,80649,37061553,186,1791275,3182,3370,9525,16170,27459,0.017830958291253647,0.03611739089221504
2022-09-20 14:37:05.605710,58758,45182195,324,534961,2400,5870,9247,19081,25290,0.010136805455848483,0.0465385981152847
2022-09-19 14:37:05.605710,104049,38896398,462,762636,2093,5681,11378,10702,21495,0.029717383478676675,0.03501737863314072
2022-09-18 14:37:05.605710,107616,46356140,313,951116,2336,6606,11992,15619,35741,0.02693121622497789,0.02508836982908285
2022-09-17 14:37:05.605710,71266,36127342,396,930426,4351,4304,9152,10274,38545,0.041880534249163825,0.04161918060351888
2022-09-16 14:37:05.605710,95958,41378961,206,1727632,3618,6636,8946,17924,33454,0.020159774117920852,0.03918711888405563
2022-09-15 14:37:05.605710,144230,40144491,187,1076581,2396,3966,10095,19593,29429,0.03522782920231792,0.020921828862978126
2022-09-14 14:37:05.605710,84007,30109265,150,1246075,4500,6888,11412,10236,33411,0.02345357648143417,0.030377969446987244
2022-09-13 14:37:05.605710,66560,38937910,413,1970354,4227,5586,8430,13591,27590,0.030270868645898695,0.02677152706481252
2022-09-12 14:37:05.605710,70355,42343657,234,1607989,4547,4622,10428,10586,31630,0.014485172365286129,0.054300755419101496
2022-09-11 14:37:05.605710,50661,48676636,105,1211483,2308,3761,9637,18049,25291,0.014131160712997703,0.020658243675896602
2022-09-10 14:37:05.605710,62979,35887514,417,1589238,2116,6603,11341,16013,26781,0.010697569148872287,0.042846755800662537
2022-09-09 14:37:05.605710,106777,30018728,403,1104925,4348,6741,11978,10908,23404,0.022686584734387644,0.041009049790456054
2022-09-08 14:37:05.605710,128257,40973175,407,1794499,4694,5392,10978,18076,24779,0.038623442987416726,0.03893695336704948
2022-09-07 14:37:05.605710,89300,34802125,495,631727,3650,3321,8925,16347,28933,0.01029726551049385,0.05141556802393034
2022-09-06 14:37:05.605710,56609,30200609,311,1076768,4647,6107,9786,12116,20117,0.026673139973182387,0.06802561769986504
2022-09-05 14:37:05.605710,113602,45460008,299,768144,4820,3454,8391,11781,24169,0.03709196120243075,0.06534914155912443
2022-09-04 14:37:05.605710,106659,37976118,103,1318696,2282,5588,11361,16844,31857,0.024837583598076054,0.06478896875705174
2022-09-03 14:37:05.605710,80162,32797297,105,1829689,2015,4054,9547,11305,23293,0.033561216349670346,0.06525055073995538
2022-09-02 14:37:05.605710,54105,49309440,479,711973,2176,5882,9361,10787,30481,0.011839957715624442,0.02372377764856921
2022-09-01 14:37:05.605710,83542,43841270,165,1670030,3764,4579,10528,16028,38516,0.023717239010386366,0.023254866548678754
2022-08-31 14:37:05.605710,99015,43032335,353,1033682,2159,6682,8203,12536,31389,0.03724024072334096,0.03642523283701671
2022-08-30 14:37:05.605710,105367,38010608,491,1692125,2799,5413,10445,12714,34926,0.022382202272796553,0.022167153600409505
2022-08-29 14:37:05.605710,56230,46646811,415,1017931,4104,6749,10338,18697,27940,0.03995727247045488,0.036720189264360964
2022-08-28 14:37:05.605710,134417,34191751,169,1344365,3890,4297,10207,12446,25745,0.02147868545442197,0.06283239252345564
2022-08-27 14:37:05.605710,50723,34585297,298,817158,3919,3233,11207,15920,37768,0.04485833806003078,0.02938496376238331
2022-08-26 14:37:05.605710,147740,37388215,281,1700169,3289,4918,9541,15886,22570,0.038479461200662785,0.06533818232882592
2022-08-25 14:37:05.605710,99404,39732611,350,695632,3509,4998,9005,13231,34910,0.04293350726211502,0.03995254696880733
2022-08-24 14:37:05.605710,97877,45419460,258,1354910,2601,6989,9053,16517,29090,0.014463761027449666,0.07790876508879961
2022-08-23 14:37:05.605710,133377,49706520,487,782250,3161,6511,8918,14660,28703,0.013350511345786641,0.06667819011153321
2022-08-22 14:37:05.605710,139922,44081662,166,923726,4581,4996,10268,15725,32073,0.01318304695368254,0.0432426839838709
2022-08-21 14:37:05.605710,131372,43486404,397,1343176,3633,3578,10568,14059,39142,0.027594644361408835,0.06661354169676086
2022-08-20 14:37:05.605710,66878,32923731,446,1544746,4593,4572,9265,19352,37774,0.026354210898280522,0.058212384437746054
2022-08-19 14:37:05.605710,105563,33763681,178,624521,4772,5858,11548,12616,34798,0.01652847105809353,0.057006196723952796
2022-08-18 14:37:05.605710,67736,39078904,437,780781,2888,4294,8464,15775,25831,0.032162471870228734,0.060401077449780655
2022-08-17 14:37:05.605710,116981,33228710,424,668178,2351,6783,8019,15680,31785,0.01076413361572218,0.0346131577568882
2022-08-16 14:37:05.605710,129546,30682485,128,1608624,2728,6147,10641,19535,28696,0.04849237510138093,0.07273711431432232
2022-08-15 14:37:05.605710,109930,37757801,243,1268616,2775,4401,10412,16326,36391,0.041133526479819875,0.020227646040231174
2022-08-14 14:37:05.605710,97281,48978075,393,974213,2391,6653,9055,19846,35740,0.046580314064814554,0.06450587522507775
2022-08-13 14:37:05.605710,74267,47060105,251,950908,2403,6105,11195,14160,22388,0.013538650883394756,0.04025745306882279
2022-08-12 14:37:05.605710,121317,36532656,304,1855501,3727,4106,8708,12019,22886,0.030883672222893573,0.027580517699659513
2022-08-11 14:37:05.605710,65969,39977381,444,1689357,4430,3547,10524,17585,31844,0.02877510355957833,0.07696655479137429
2022-08-10 14:37:05.605710,143329,37480828,238,1843892,3163,4309,9774,10448,22507,0.020148579458121194,0.05787541911755016
2022-08-09 14:37:05.605710,74968,34305635,160,1060012,2660,4890,8284,11657,26977,0.021395955060705518,0.041841127040638165
2022-08-08 14:37:05.605710,106415,41269448,349,697372,3609,6768,11624,10064,31896,0.04049933597601406,0.06085515365526045
2022-08-07 14:37:05.605710,62499,45743454,399,1847355,2049,5358,11916,18257,38203,0.025296903722386202,0.06710927705500008
2022-08-06 14:37:05.605710,122708,33273974,468,953023,2467,3547,8395,10051,24704,0.012208903364669546,0.03377419288351216
2022-08-05 14:37:05.605710,55087,36833725,468,1774339,2378,3222,10364,19920,26037,0.01683129652791622,0.04218126500647871
2022-08-04 14:37:05.605710,116714,35583303,287,1298772,3523,4993,10906,18481,21319,0.02057627605513011,0.05033159775665515
2022-08-03 14:37:05.605710,88887,32117801,398,1825987,4715,5185,9450,12955,20931,0.01998868858467824,0.021531740230278724
2022-08-02 14:37:05.605710,140542,32423442,459,1565191,2146,4483,8362,18694,26683,0.04239793671752474,0.07698217739970561
2022-08-01 14:37:05.605710,147489,40987482,412,1261214,3193,3459,8654,16862,25041,0.021035554436289024,0.07589358646982315
2022-07-31 14:37:05.605710,103166,49876898,252,636323,3418,6041,11015,13145,35145,0.04542522783572159,0.021523887183454812
2022-07-30 14:37:05.605710,92230,48078344,154,830873,3671,3867,9099,18824,26294,0.010182854088174627,0.02324362455134277
2022-07-29 14:37:05.605710,120498,35724528,116,1219408,4722,6619,11240,12740,36214,0.025740170943684297,0.062398808533703734
2022-07-28 14:37:05.605710,121708,34930766,492,1072060,3332,5137,11982,18727,35390,0.017230271068751003,0.027296907935644356
2022-07-27 14:37:05.605710,128631,36424214,145,1251148,2895,4999,11365,10769,27725,0.04434519073407377,0.02349577156174732
2022-07-26 14:37:05.605710,141955,35075840,174,1484114,2995,4883,8504,19505,28405,0.01893214230614843,0.06937674733197968
2022-07-25 14:37:05.605710,88946,34230674,117,1393731,3177,3010,9294,14766,39627,0.04312188421196876,0.07194917114807375
2022-07-24 14:37:05.605710,124736,44192445,130,917816,2167,3430,10627,10012,39581,0.04230675547648837,0.027830438802880615
2022-07-23 14:37:05.605710,82280,33689456,302,1807509,4279,6778,10993,15973,30634,0.04028277754283163,0.026469569406520073
2022-07-22 14:37:05.605710,54067,34781278,129,695921,4547,6671,10194,17580,38239,0.049875062672655526,0.06507661821511249
2022-07-21 14:37:05.605710,80372,39205345,435,1541137,3480,5389,8479,16556,38832,0.04993674477997217,0.055432636036904806
2022-07-20 14:37:05.605710,130866,44780350,121,1674763,4233,4437,11025,14533,22697,0.014605783041918678,0.04248074495431637
2022-07-19 14:37:05.605710,79318,36805036,140,656140,3815,5143,11783,13949,39630,0.022412476868800345,0.04223270391761774
2022-07-18 14:37:05.605710,111015,35089283,471,669420,4557,5770,8329,11479,26545,0.03328356918956165,0.039803127796365946
2022-07-17 14:37:05.605710,111592,49500696,306,1768378,2270,6339,9561,11319,23307,0.03907519522907437,0.061525123494072964
2022-07-16 14:37:05.605710,138873,38082653,372,676867,4842,4488,11957,14570,37563,0.04808243784816008,0.023170935540803704
2022-07-15 14:37:05.605710,144140,41795602,324,767021,2399,5527,10024,18084,33949,0.043495485745423376,0.06794246691199689
2022-07-14 14:37:05.605710,81653,32836192,472,1191702,3255,3296,11660,19555,32190,0.04506410079599542,0.024419024436365067
2022-07-13 14:37:05.605710,132553,35787842,205,1407268,2415,3659,8044,12214,39052,0.013976937186890855,0.02853210458376678
2022-07-12 14:37:05.605710,87479,34304773,338,1391066,3249,3699,10983,15790,24951,0.013582532404343506,0.06006133241851269
2022-07-11 14:37:05.605710,57366,37345672,427,1260412,4109,4549,10112,13076,36383,0.03364829729227794,0.07881092266848636
2022-07-10 14:37:05.605710,142595,32415226,498,568513,3388,4857,8787,10407,21684,0.04894346565318961,0.04716828008457946
2022-07-09 14:37:05.605710,79689,31989549,489,1883077,4053,5081,10012,13608,32823,0.03945040447809258,0.049533705152283725
2022-07-08 14:37:05.605710,99839,48899373,202,1026778,2065,3925,8779,16164,27029,0.025240354089284975,0.030070659051089604
